0,0
0,1
0,2
0,2
0,3
0,2
0,4
0,5
0,2
0,6
0,7
0,2
0,8
0,4
0,9
0,7
0,7
0,10
0,10
0,10
0,11
0,12
0,13
0,10
0,3
0,14
0,15
0,7
0,8
0,6
0,4
0,16
0,17
0,0
0,2
0,11
0,18
0,19
0,6
0,2
0,7
0,20
0,4
0,5
0,2
0,11
0,21
0,22
0,2
0,23
0,4
0,4
0,7
0,5
0,10
0,14
0,24
0,15
0,15
0,2
0,25
0,15
0,12
0,5
0,16
0,3
0,0
0,26
0,27
0,7
0,15
0,7
0,16
0,9
0,10
0,2
0,2
0,10
0,4
0,5
0,17
0,3
0,10
0,28
0,17
0,10
0,3
0,0
0,6
0,11
0,16
0,15
0,29
0,30
0,28
0,10
0,7
0,7
0,17
0,31
0,14
0,2
0,32
0,2
0,6
0,15
0,33
0,28
0,16
0,16
0,14
0,15
0,6
0,3
0,5
0,14
0,10
0,14
0,17
0,14
0,9
0,2
0,2
0,34
0,35
0,10
0,2
0,15
0,19
0,16
0,2
0,10
0,2
0,9
0,5
0,36
0,9
0,15
0,10
0,37
0,38
0,14
0,3
0,7
0,16
0,39
0,0
0,7
0,5
0,40
0,5
0,41
0,42
0,2
0,5
0,17
0,33
0,2
0,14
0,17
0,43
0,17
0,8
0,10
0,35
0,15
0,16
0,16
0,3
0,44
0,45
0,5
0,46
0,17
0,44
0,10
0,15
0,12
0,25
0,3
0,8
0,46
0,15
0,7
0,5
0,17
0,44
0,2
0,25
0,29
0,2
0,12
0,10
0,2
0,7
0,10
0,15
0,7
0,14
0,31
0,47
0,10
0,17
0,5
0,11
0,29
0,10
0,14
0,48
0,2
0,16
0,2
0,10
0,14
0,9
0,49
0,17
0,7
0,44
0,3
0,11
0,12
0,23
0,34
0,46
0,15
0,2
0,23
0,15
0,2
0,17
0,50
0,7
0,15
0,25
0,2
0,7
0,5
0,2
0,51
0,5
0,2
0,11
0,15
0,15
0,14
0,2
0,3
0,10
0,9
0,31
0,4
0,4
0,17
0,2
0,5
0,17
0,52
0,10
0,10
0,53
0,14
0,54
0,7
0,10
0,12
0,41
0,55
0,10
0,56
0,14
0,5
0,2
0,7
0,15
0,17
0,7
0,9
0,5
0,7
0,10
0,7
0,57
0,57
0,5
0,10
0,15
0,7
0,2
0,7
0,17
0,17
0,11
0,15
0,4
0,9
0,14
0,12
0,14
0,29
0,7
0,12
0,10
0,9
0,15
0,2
0,3
0,7
0,6
0,15
0,17
0,11
0,58
0,16
0,15
0,10
0,11
0,15
0,15
0,7
0,2
0,17
0,15
0,15
0,15
0,14
0,31
0,10
0,8
0,15
0,59
0,3
0,5
0,5
0,10
0,7
0,5
0,7
0,10
0,31
0,17
0,17
0,2
0,7
0,28
0,16
0,15
0,14
0,2
0,60
0,10
0,5
0,61
0,48
0,0
0,2
0,62
0,15
0,15
0,2
0,2
0,2
0,7
0,15
0,2
0,15
0,7
0,15
0,4
0,2
0,7
0,12
0,15
0,5
0,63
0,5
0,2
0,57
0,10
0,10
0,5
0,5
0,31
0,11
0,46
0,16
0,5
0,3
0,3
0,8
0,2
0,3
0,37
0,16
0,5
0,64
0,7
0,7
0,14
0,10
0,44
0,5
0,11
0,2
0,12
0,14
0,12
0,5
0,65
0,5
0,4
0,14
0,3
0,15
0,2
0,11
0,3
0,6
0,10
0,4
0,2
0,10
0,15
0,7
0,2
0,15
0,17
0,6
0,42
0,7
0,41
0,23
0,15
0,44
0,16
0,46
0,31
0,6
0,14
0,11
0,12
0,7
0,5
0,25
0,66
0,33
0,14
0,4
0,7
0,36
0,12
0,2
0,0
0,31
0,15
0,5
0,10
0,10
0,7
0,5
0,5
0,4
0,2
0,4
0,14
0,17
0,7
0,0
0,11
0,23
0,8
0,10
0,15
0,15
0,10
0,67
0,5
0,33
0,17
0,14
0,3
0,10
0,2
0,5
0,57
0,9
0,5
0,2
0,2
0,2
0,10
0,7
0,5
0,0
0,12
0,31
0,14
0,14
0,3
0,15
0,31
0,15
0,15
0,4
0,12
0,5
0,5
0,15
0,6
0,16
0,3
0,4
0,7
0,5
0,46
0,14
0,2
0,31
0,11
0,3
0,2
0,57
0,14
0,17
0,12
0,16
0,7
0,2
0,12
0,33
0,5
0,5
0,15
0,17
0,15
0,7
0,7
0,5
0,2
0,10
0,53
0,15
0,17
0,10
0,15
0,14
0,17
0,10
0,17
0,29
